"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","HUR","MEN","PC_LF","Q","2010-Q2",12.36667,
"PRT","HUR","MEN","PC_LF","Q","2010-Q3",12.46667,
"PRT","HUR","MEN","PC_LF","Q","2010-Q4",12.36667,
"PRT","HUR","MEN","PC_LF","Q","2011-Q1",12.46667,
"PRT","HUR","MEN","PC_LF","Q","2011-Q2",12.6,
"PRT","HUR","MEN","PC_LF","Q","2011-Q3",13.2,
"PRT","HUR","MEN","PC_LF","Q","2011-Q4",14.4,
"PRT","HUR","MEN","PC_LF","Q","2012-Q1",15.26667,
"PRT","HUR","MEN","PC_LF","Q","2012-Q2",16.33333,
"PRT","HUR","MEN","PC_LF","Q","2012-Q3",17.4,
"PRT","HUR","MEN","PC_LF","Q","2012-Q4",18.03333,
"PRT","HUR","MEN","PC_LF","Q","2013-Q1",18.1,
"PRT","HUR","MEN","PC_LF","Q","2013-Q2",17.83333,
"PRT","HUR","MEN","PC_LF","Q","2013-Q3",16.9,
"PRT","HUR","MEN","PC_LF","Q","2013-Q4",15.73333,
"PRT","HUR","MEN","PC_LF","Q","2014-Q1",15.43333,
"PRT","HUR","MEN","PC_LF","Q","2014-Q2",14.73333,
"PRT","HUR","MEN","PC_LF","Q","2014-Q3",13.63333,
"PRT","HUR","MEN","PC_LF","Q","2014-Q4",13.73333,
"PRT","HUR","MEN","PC_LF","Q","2015-Q1",13.46667,
"PRT","HUR","MEN","PC_LF","Q","2015-Q2",12.76667,
"PRT","HUR","MEN","PC_LF","Q","2015-Q3",12.73333,
"PRT","HUR","MEN","PC_LF","Q","2015-Q4",12.53333,
"PRT","HUR","MEN","PC_LF","Q","2016-Q1",12.26667,
"PRT","HUR","MEN","PC_LF","Q","2016-Q2",11.6,
"PRT","HUR","MEN","PC_LF","Q","2016-Q3",11.2,
"PRT","HUR","MEN","PC_LF","Q","2016-Q4",10.73333,
"PRT","HUR","MEN","PC_LF","Q","2017-Q1",9.833333,
"PRT","HUR","MEN","PC_LF","Q","2017-Q2",9.1,
"PRT","HUR","MEN","PC_LF","Q","2017-Q3",8.466666,
"PRT","HUR","MEN","PC_LF","Q","2017-Q4",7.9,
"PRT","HUR","MEN","PC_LF","Q","2018-Q1",7.566667,
"PRT","HUR","MEN","PC_LF","Q","2018-Q2",6.933333,
"PRT","HUR","MEN","PC_LF","Q","2018-Q3",6.533333,
"PRT","HUR","MEN","PC_LF","Q","2018-Q4",6.2,
"PRT","HUR","MEN","PC_LF","Q","2019-Q1",5.866667,
"PRT","HUR","MEN","PC_LF","Q","2019-Q2",6.166667,
"PRT","HUR","MEN","PC_LF","Q","2019-Q3",5.966667,
"PRT","HUR","MEN","PC_LF","Q","2019-Q4",6.166667,
"PRT","HUR","MEN","PC_LF","Q","2020-Q1",6.033333,
"PRT","HUR","MEN","PC_LF","Q","2020-Q2",6.2,
"PRT","HUR","MEN","PC_LF","Q","2020-Q3",8.066667,
"PRT","HUR","MEN","PC_LF","Q","2020-Q4",7.033333,
"PRT","HUR","MEN","PC_LF","Q","2021-Q1",6.566667,
"PRT","HUR","MEN","PC_LF","Q","2021-Q2",6.6,
"PRT","HUR","MEN","PC_LF","Q","2021-Q3",6.033333,
"PRT","HUR","MEN","PC_LF","Q","2021-Q4",5.966667,
"PRT","HUR","MEN","PC_LF","Q","2022-Q1",5.3,
"PRT","HUR","MEN","PC_LF","Q","2022-Q2",5.633333,
"PRT","HUR","MEN","PC_LF","Q","2022-Q3",5.566667,
"PRT","HUR","MEN","PC_LF","Q","2022-Q4",5.933333,
"PRT","HUR","MEN","PC_LF","Q","2023-Q1",6.533333,
"PRT","HUR","MEN","PC_LF","Q","2023-Q2",6.1,
"NZL","HUR","WOMEN","PC_LF","Q","1986-Q1",5,
"NZL","HUR","WOMEN","PC_LF","Q","1986-Q2",4.9,
"NZL","HUR","WOMEN","PC_LF","Q","1986-Q3",4.9,
"NZL","HUR","WOMEN","PC_LF","Q","1986-Q4",4.8,
"NZL","HUR","WOMEN","PC_LF","Q","1987-Q1",4.5,
"NZL","HUR","WOMEN","PC_LF","Q","1987-Q2",4.5,
"NZL","HUR","WOMEN","PC_LF","Q","1987-Q3",4.3,
"NZL","HUR","WOMEN","PC_LF","Q","1987-Q4",4.4,
"NZL","HUR","WOMEN","PC_LF","Q","1988-Q1",4.9,
"NZL","HUR","WOMEN","PC_LF","Q","1988-Q2",5.5,
"NZL","HUR","WOMEN","PC_LF","Q","1988-Q3",6.5,
"NZL","HUR","WOMEN","PC_LF","Q","1988-Q4",5.8,
"NZL","HUR","WOMEN","PC_LF","Q","1989-Q1",6.8,
"NZL","HUR","WOMEN","PC_LF","Q","1989-Q2",7.1,
"NZL","HUR","WOMEN","PC_LF","Q","1989-Q3",7.1,
"NZL","HUR","WOMEN","PC_LF","Q","1989-Q4",7.4,
"NZL","HUR","WOMEN","PC_LF","Q","1990-Q1",6.9,
"NZL","HUR","WOMEN","PC_LF","Q","1990-Q2",6.8,
"NZL","HUR","WOMEN","PC_LF","Q","1990-Q3",7.7,
"NZL","HUR","WOMEN","PC_LF","Q","1990-Q4",8.4,
"NZL","HUR","WOMEN","PC_LF","Q","1991-Q1",9.3,
"NZL","HUR","WOMEN","PC_LF","Q","1991-Q2",9.9,
"NZL","HUR","WOMEN","PC_LF","Q","1991-Q3",10.3,
"NZL","HUR","WOMEN","PC_LF","Q","1991-Q4",9.7,
"NZL","HUR","WOMEN","PC_LF","Q","1992-Q1",10.1,
"NZL","HUR","WOMEN","PC_LF","Q","1992-Q2",9.4,
"NZL","HUR","WOMEN","PC_LF","Q","1992-Q3",9.6,
"NZL","HUR","WOMEN","PC_LF","Q","1992-Q4",9.9,
"NZL","HUR","WOMEN","PC_LF","Q","1993-Q1",9,
"NZL","HUR","WOMEN","PC_LF","Q","1993-Q2",9.5,
"NZL","HUR","WOMEN","PC_LF","Q","1993-Q3",8.8,
"NZL","HUR","WOMEN","PC_LF","Q","1993-Q4",8.6,
"NZL","HUR","WOMEN","PC_LF","Q","1994-Q1",8.8,
"NZL","HUR","WOMEN","PC_LF","Q","1994-Q2",7.8,
"NZL","HUR","WOMEN","PC_LF","Q","1994-Q3",7.4,
"NZL","HUR","WOMEN","PC_LF","Q","1994-Q4",7.2,
"NZL","HUR","WOMEN","PC_LF","Q","1995-Q1",6.6,
"NZL","HUR","WOMEN","PC_LF","Q","1995-Q2",6.5,
"NZL","HUR","WOMEN","PC_LF","Q","1995-Q3",6.2,
"NZL","HUR","WOMEN","PC_LF","Q","1995-Q4",6.6,
"NZL","HUR","WOMEN","PC_LF","Q","1996-Q1",6.3,
"NZL","HUR","WOMEN","PC_LF","Q","1996-Q2",6.3,
"NZL","HUR","WOMEN","PC_LF","Q","1996-Q3",6.6,
"NZL","HUR","WOMEN","PC_LF","Q","1996-Q4",5.9,
"NZL","HUR","WOMEN","PC_LF","Q","1997-Q1",6.9,
"NZL","HUR","WOMEN","PC_LF","Q","1997-Q2",6.6,
"NZL","HUR","WOMEN","PC_LF","Q","1997-Q3",7.1,
"NZL","HUR","WOMEN","PC_LF","Q","1997-Q4",6.8,
"NZL","HUR","WOMEN","PC_LF","Q","1998-Q1",7.4,
"NZL","HUR","WOMEN","PC_LF","Q","1998-Q2",7.8,
"NZL","HUR","WOMEN","PC_LF","Q","1998-Q3",7.3,
"NZL","HUR","WOMEN","PC_LF","Q","1998-Q4",7.9,
"NZL","HUR","WOMEN","PC_LF","Q","1999-Q1",6.9,
"NZL","HUR","WOMEN","PC_LF","Q","1999-Q2",6.9,
"NZL","HUR","WOMEN","PC_LF","Q","1999-Q3",6.6,
"NZL","HUR","WOMEN","PC_LF","Q","1999-Q4",6.4,
"NZL","HUR","WOMEN","PC_LF","Q","2000-Q1",6.4,
"NZL","HUR","WOMEN","PC_LF","Q","2000-Q2",6.3,
"NZL","HUR","WOMEN","PC_LF","Q","2000-Q3",5.7,
"NZL","HUR","WOMEN","PC_LF","Q","2000-Q4",5.5,
"NZL","HUR","WOMEN","PC_LF","Q","2001-Q1",5.4,
"NZL","HUR","WOMEN","PC_LF","Q","2001-Q2",5.2,
"NZL","HUR","WOMEN","PC_LF","Q","2001-Q3",5.6,
"NZL","HUR","WOMEN","PC_LF","Q","2001-Q4",5.5,
"NZL","HUR","WOMEN","PC_LF","Q","2002-Q1",5.4,
"NZL","HUR","WOMEN","PC_LF","Q","2002-Q2",5.6,
"NZL","HUR","WOMEN","PC_LF","Q","2002-Q3",5.7,
"NZL","HUR","WOMEN","PC_LF","Q","2002-Q4",5.2,
"NZL","HUR","WOMEN","PC_LF","Q","2003-Q1",5.2,
"NZL","HUR","WOMEN","PC_LF","Q","2003-Q2",5.2,
"NZL","HUR","WOMEN","PC_LF","Q","2003-Q3",4.9,
"NZL","HUR","WOMEN","PC_LF","Q","2003-Q4",5.2,
"NZL","HUR","WOMEN","PC_LF","Q","2004-Q1",4.9,
"NZL","HUR","WOMEN","PC_LF","Q","2004-Q2",4.8,
"NZL","HUR","WOMEN","PC_LF","Q","2004-Q3",4.3,
"NZL","HUR","WOMEN","PC_LF","Q","2004-Q4",4.2,
"NZL","HUR","WOMEN","PC_LF","Q","2005-Q1",4.1,
"NZL","HUR","WOMEN","PC_LF","Q","2005-Q2",3.9,
"NZL","HUR","WOMEN","PC_LF","Q","2005-Q3",4.3,
"NZL","HUR","WOMEN","PC_LF","Q","2005-Q4",4.4,
"NZL","HUR","WOMEN","PC_LF","Q","2006-Q1",4.4,
"NZL","HUR","WOMEN","PC_LF","Q","2006-Q2",4.1,
"NZL","HUR","WOMEN","PC_LF","Q","2006-Q3",4.2,
"NZL","HUR","WOMEN","PC_LF","Q","2006-Q4",4.1,
"NZL","HUR","WOMEN","PC_LF","Q","2007-Q1",4.2,
"NZL","HUR","WOMEN","PC_LF","Q","2007-Q2",4,
"NZL","HUR","WOMEN","PC_LF","Q","2007-Q3",3.9,
"NZL","HUR","WOMEN","PC_LF","Q","2007-Q4",3.4,
"NZL","HUR","WOMEN","PC_LF","Q","2008-Q1",4,
"NZL","HUR","WOMEN","PC_LF","Q","2008-Q2",3.8,
"NZL","HUR","WOMEN","PC_LF","Q","2008-Q3",4,
"NZL","HUR","WOMEN","PC_LF","Q","2008-Q4",4.6,
"NZL","HUR","WOMEN","PC_LF","Q","2009-Q1",4.9,
"NZL","HUR","WOMEN","PC_LF","Q","2009-Q2",6,
"NZL","HUR","WOMEN","PC_LF","Q","2009-Q3",6,
"NZL","HUR","WOMEN","PC_LF","Q","2009-Q4",6.5,
"NZL","HUR","WOMEN","PC_LF","Q","2010-Q1",6.3,
"NZL","HUR","WOMEN","PC_LF","Q","2010-Q2",6.5,
"NZL","HUR","WOMEN","PC_LF","Q","2010-Q3",6.6,
"NZL","HUR","WOMEN","PC_LF","Q","2010-Q4",6.5,
"NZL","HUR","WOMEN","PC_LF","Q","2011-Q1",6.4,
"NZL","HUR","WOMEN","PC_LF","Q","2011-Q2",6.1,
"NZL","HUR","WOMEN","PC_LF","Q","2011-Q3",6.3,
"NZL","HUR","WOMEN","PC_LF","Q","2011-Q4",6,
"NZL","HUR","WOMEN","PC_LF","Q","2012-Q1",6.7,
"NZL","HUR","WOMEN","PC_LF","Q","2012-Q2",6.7,
"NZL","HUR","WOMEN","PC_LF","Q","2012-Q3",6.9,
"NZL","HUR","WOMEN","PC_LF","Q","2012-Q4",6.7,
"NZL","HUR","WOMEN","PC_LF","Q","2013-Q1",6.5,
"NZL","HUR","WOMEN","PC_LF","Q","2013-Q2",6.5,
"NZL","HUR","WOMEN","PC_LF","Q","2013-Q3",6.2,
"NZL","HUR","WOMEN","PC_LF","Q","2013-Q4",6.4,
"NZL","HUR","WOMEN","PC_LF","Q","2014-Q1",6.1,
"NZL","HUR","WOMEN","PC_LF","Q","2014-Q2",6,
"NZL","HUR","WOMEN","PC_LF","Q","2014-Q3",6.1,
"NZL","HUR","WOMEN","PC_LF","Q","2014-Q4",6.3,
"NZL","HUR","WOMEN","PC_LF","Q","2015-Q1",5.9,
"NZL","HUR","WOMEN","PC_LF","Q","2015-Q2",6.3,
"NZL","HUR","WOMEN","PC_LF","Q","2015-Q3",6.1,
"NZL","HUR","WOMEN","PC_LF","Q","2015-Q4",5.3,
"NZL","HUR","WOMEN","PC_LF","Q","2016-Q1",5.6,
"NZL","HUR","WOMEN","PC_LF","Q","2016-Q2",5.5,
"NZL","HUR","WOMEN","PC_LF","Q","2016-Q3",5.3,
"NZL","HUR","WOMEN","PC_LF","Q","2016-Q4",5.8,
"NZL","HUR","WOMEN","PC_LF","Q","2017-Q1",5.6,
"NZL","HUR","WOMEN","PC_LF","Q","2017-Q2",5,
"NZL","HUR","WOMEN","PC_LF","Q","2017-Q3",5.4,
"NZL","HUR","WOMEN","PC_LF","Q","2017-Q4",5,
"NZL","HUR","WOMEN","PC_LF","Q","2018-Q1",4.8,
"NZL","HUR","WOMEN","PC_LF","Q","2018-Q2",4.8,
"NZL","HUR","WOMEN","PC_LF","Q","2018-Q3",4,
"NZL","HUR","WOMEN","PC_LF","Q","2018-Q4",4.2,
"NZL","HUR","WOMEN","PC_LF","Q","2019-Q1",4.5,
"NZL","HUR","WOMEN","PC_LF","Q","2019-Q2",4.4,
"NZL","HUR","WOMEN","PC_LF","Q","2019-Q3",4.4,
"NZL","HUR","WOMEN","PC_LF","Q","2019-Q4",4.3,
"NZL","HUR","WOMEN","PC_LF","Q","2020-Q1",4.4,
"NZL","HUR","WOMEN","PC_LF","Q","2020-Q2",4.5,
"NZL","HUR","WOMEN","PC_LF","Q","2020-Q3",5.6,
"NZL","HUR","WOMEN","PC_LF","Q","2020-Q4",5.4,
"NZL","HUR","WOMEN","PC_LF","Q","2021-Q1",4.7,
"NZL","HUR","WOMEN","PC_LF","Q","2021-Q2",4.2,
"NZL","HUR","WOMEN","PC_LF","Q","2021-Q3",3.3,
"NZL","HUR","WOMEN","PC_LF","Q","2021-Q4",3.3,
"NZL","HUR","WOMEN","PC_LF","Q","2022-Q1",3.4,
"NZL","HUR","WOMEN","PC_LF","Q","2022-Q2",3.5,
"NZL","HUR","WOMEN","PC_LF","Q","2022-Q3",3.7,
"NZL","HUR","WOMEN","PC_LF","Q","2022-Q4",3.5,
"NZL","HUR","WOMEN","PC_LF","Q","2023-Q1",3.7,
"NZL","HUR","WOMEN","PC_LF","Q","2023-Q2",3.8,
"USA","HUR","WOMEN","PC_LF","A","1955",4.875,
"USA","HUR","WOMEN","PC_LF","A","1956",4.858333,
"USA","HUR","WOMEN","PC_LF","A","1957",4.683333,
"USA","HUR","WOMEN","PC_LF","A","1958",6.808333,
"USA","HUR","WOMEN","PC_LF","A","1959",5.875,
"USA","HUR","WOMEN","PC_LF","A","1960",5.858333,
"USA","HUR","WOMEN","PC_LF","A","1961",7.191667,
"USA","HUR","WOMEN","PC_LF","A","1962",6.2,
"USA","HUR","WOMEN","PC_LF","A","1963",6.466667,
"USA","HUR","WOMEN","PC_LF","A","1964",6.225,
"USA","HUR","WOMEN","PC_LF","A","1965",5.541667,
"USA","HUR","WOMEN","PC_LF","A","1966",4.858333,
"USA","HUR","WOMEN","PC_LF","A","1967",5.175,
"USA","HUR","WOMEN","PC_LF","A","1968",4.791667,
"USA","HUR","WOMEN","PC_LF","A","1969",4.675,
"USA","HUR","WOMEN","PC_LF","A","1970",5.875,
"USA","HUR","WOMEN","PC_LF","A","1971",6.916667,
"USA","HUR","WOMEN","PC_LF","A","1972",6.641667,
"USA","HUR","WOMEN","PC_LF","A","1973",6,
"USA","HUR","WOMEN","PC_LF","A","1974",6.725,
"USA","HUR","WOMEN","PC_LF","A","1975",9.291667,
"USA","HUR","WOMEN","PC_LF","A","1976",8.641666,
"USA","HUR","WOMEN","PC_LF","A","1977",8.191667,
"USA","HUR","WOMEN","PC_LF","A","1978",7.175,
"USA","HUR","WOMEN","PC_LF","A","1979",6.825,
"USA","HUR","WOMEN","PC_LF","A","1980",7.391667,
"USA","HUR","WOMEN","PC_LF","A","1981",7.908333,
"USA","HUR","WOMEN","PC_LF","A","1982",9.4,
"USA","HUR","WOMEN","PC_LF","A","1983",9.191667,
"USA","HUR","WOMEN","PC_LF","A","1984",7.65,
"USA","HUR","WOMEN","PC_LF","A","1985",7.425,
"USA","HUR","WOMEN","PC_LF","A","1986",7.075,
"USA","HUR","WOMEN","PC_LF","A","1987",6.208333,
"USA","HUR","WOMEN","PC_LF","A","1988",5.566667,
"USA","HUR","WOMEN","PC_LF","A","1989",5.366667,
"USA","HUR","WOMEN","PC_LF","A","1990",5.508333,
"USA","HUR","WOMEN","PC_LF","A","1991",6.433333,
"USA","HUR","WOMEN","PC_LF","A","1992",7.033333,
"USA","HUR","WOMEN","PC_LF","A","1993",6.608333,
"USA","HUR","WOMEN","PC_LF","A","1994",6.016667,
"USA","HUR","WOMEN","PC_LF","A","1995",5.608333,
"USA","HUR","WOMEN","PC_LF","A","1996",5.441667,
"USA","HUR","WOMEN","PC_LF","A","1997",5.025,
"USA","HUR","WOMEN","PC_LF","A","1998",4.616667,
"USA","HUR","WOMEN","PC_LF","A","1999",4.333333,
"USA","HUR","WOMEN","PC_LF","A","2000",4.108333,
"USA","HUR","WOMEN","PC_LF","A","2001",4.666667,
"USA","HUR","WOMEN","PC_LF","A","2002",5.608333,
"USA","HUR","WOMEN","PC_LF","A","2003",5.666667,
"USA","HUR","WOMEN","PC_LF","A","2004",5.4,
"USA","HUR","WOMEN","PC_LF","A","2005",5.083333,
"USA","HUR","WOMEN","PC_LF","A","2006",4.633333,
"USA","HUR","WOMEN","PC_LF","A","2007",4.5,
"USA","HUR","WOMEN","PC_LF","A","2008",5.408333,
"USA","HUR","WOMEN","PC_LF","A","2009",8.058333,
"USA","HUR","WOMEN","PC_LF","A","2010",8.616667,
"USA","HUR","WOMEN","PC_LF","A","2011",8.466666,
"USA","HUR","WOMEN","PC_LF","A","2012",7.891667,
"USA","HUR","WOMEN","PC_LF","A","2013",7.083333,
"USA","HUR","WOMEN","PC_LF","A","2014",6.05,
"USA","HUR","WOMEN","PC_LF","A","2015",5.175,
"USA","HUR","WOMEN","PC_LF","A","2016",4.791667,
"USA","HUR","WOMEN","PC_LF","A","2017",4.316667,
"USA","HUR","WOMEN","PC_LF","A","2018",3.833333,
"USA","HUR","WOMEN","PC_LF","A","2019",3.616667,
"USA","HUR","WOMEN","PC_LF","A","2020",8.383333,
"USA","HUR","WOMEN","PC_LF","A","2021",5.225,
"USA","HUR","WOMEN","PC_LF","A","2022",3.616667,
"LUX","HUR","WOMEN","PC_LF","Q","1983-Q1",5.066667,
"LUX","HUR","WOMEN","PC_LF","Q","1983-Q2",5.333333,
"LUX","HUR","WOMEN","PC_LF","Q","1983-Q3",5.466667,
"LUX","HUR","WOMEN","PC_LF","Q","1983-Q4",5.066667,
"LUX","HUR","WOMEN","PC_LF","Q","1984-Q1",4.733333,
"LUX","HUR","WOMEN","PC_LF","Q","1984-Q2",4.3,
"LUX","HUR","WOMEN","PC_LF","Q","1984-Q3",4.2,
"LUX","HUR","WOMEN","PC_LF","Q","1984-Q4",4.333333,
"LUX","HUR","WOMEN","PC_LF","Q","1985-Q1",4.133333,
"LUX","HUR","WOMEN","PC_LF","Q","1985-Q2",4.433333,
"LUX","HUR","WOMEN","PC_LF","Q","1985-Q3",4.3,
"LUX","HUR","WOMEN","PC_LF","Q","1985-Q4",4.4,
"LUX","HUR","WOMEN","PC_LF","Q","1986-Q1",4.3,
"LUX","HUR","WOMEN","PC_LF","Q","1986-Q2",4.2,
"LUX","HUR","WOMEN","PC_LF","Q","1986-Q3",3.9,
"LUX","HUR","WOMEN","PC_LF","Q","1986-Q4",3.6,
"LUX","HUR","WOMEN","PC_LF","Q","1987-Q1",3.833333,
"LUX","HUR","WOMEN","PC_LF","Q","1987-Q2",4,
"LUX","HUR","WOMEN","PC_LF","Q","1987-Q3",3.733333,
"LUX","HUR","WOMEN","PC_LF","Q","1987-Q4",3.566667,
"LUX","HUR","WOMEN","PC_LF","Q","1988-Q1",3.433333,
"LUX","HUR","WOMEN","PC_LF","Q","1988-Q2",3.033333,
"LUX","HUR","WOMEN","PC_LF","Q","1988-Q3",2.833333,
"LUX","HUR","WOMEN","PC_LF","Q","1988-Q4",2.7,
"LUX","HUR","WOMEN","PC_LF","Q","1989-Q1",2.7,
"LUX","HUR","WOMEN","PC_LF","Q","1989-Q2",2.6,
"LUX","HUR","WOMEN","PC_LF","Q","1989-Q3",2.7,
"LUX","HUR","WOMEN","PC_LF","Q","1989-Q4",2.766667,
"LUX","HUR","WOMEN","PC_LF","Q","1990-Q1",2.666667,
"LUX","HUR","WOMEN","PC_LF","Q","1990-Q2",2.5,
"LUX","HUR","WOMEN","PC_LF","Q","1990-Q3",2.366667,
"LUX","HUR","WOMEN","PC_LF","Q","1990-Q4",2.366667,
"LUX","HUR","WOMEN","PC_LF","Q","1991-Q1",2.166667,
"LUX","HUR","WOMEN","PC_LF","Q","1991-Q2",2.2,
"LUX","HUR","WOMEN","PC_LF","Q","1991-Q3",2.366667,
"LUX","HUR","WOMEN","PC_LF","Q","1991-Q4",2.4,
"LUX","HUR","WOMEN","PC_LF","Q","1992-Q1",2.6,
"LUX","HUR","WOMEN","PC_LF","Q","1992-Q2",2.766667,
"LUX","HUR","WOMEN","PC_LF","Q","1992-Q3",2.833333,
"LUX","HUR","WOMEN","PC_LF","Q","1992-Q4",2.833333,
"LUX","HUR","WOMEN","PC_LF","Q","1993-Q1",2.866667,
"LUX","HUR","WOMEN","PC_LF","Q","1993-Q2",3.233333,
"LUX","HUR","WOMEN","PC_LF","Q","1993-Q3",3.466667,
"LUX","HUR","WOMEN","PC_LF","Q","1993-Q4",3.666667,
"LUX","HUR","WOMEN","PC_LF","Q","1994-Q1",3.933333,
"LUX","HUR","WOMEN","PC_LF","Q","1994-Q2",4.133333,
"LUX","HUR","WOMEN","PC_LF","Q","1994-Q3",4,
"LUX","HUR","WOMEN","PC_LF","Q","1994-Q4",4.233333,
"LUX","HUR","WOMEN","PC_LF","Q","1995-Q1",4.266667,
"LUX","HUR","WOMEN","PC_LF","Q","1995-Q2",4.333333,
"LUX","HUR","WOMEN","PC_LF","Q","1995-Q3",4.3,
"LUX","HUR","WOMEN","PC_LF","Q","1995-Q4",4.4,
"LUX","HUR","WOMEN","PC_LF","Q","1996-Q1",4.433333,
"LUX","HUR","WOMEN","PC_LF","Q","1996-Q2",4.433333,
"LUX","HUR","WOMEN","PC_LF","Q","1996-Q3",4.1,
"LUX","HUR","WOMEN","PC_LF","Q","1996-Q4",4,
"LUX","HUR","WOMEN","PC_LF","Q","1997-Q1",3.8,
"LUX","HUR","WOMEN","PC_LF","Q","1997-Q2",3.8,
"LUX","HUR","WOMEN","PC_LF","Q","1997-Q3",4,
"LUX","HUR","WOMEN","PC_LF","Q","1997-Q4",4.133333,
"LUX","HUR","WOMEN","PC_LF","Q","1998-Q1",4.2,
"LUX","HUR","WOMEN","PC_LF","Q","1998-Q2",4.166667,
"LUX","HUR","WOMEN","PC_LF","Q","1998-Q3",3.9,
"LUX","HUR","WOMEN","PC_LF","Q","1998-Q4",3.633333,
"LUX","HUR","WOMEN","PC_LF","Q","1999-Q1",3.433333,
"LUX","HUR","WOMEN","PC_LF","Q","1999-Q2",3.333333,
"LUX","HUR","WOMEN","PC_LF","Q","1999-Q3",3.366667,
"LUX","HUR","WOMEN","PC_LF","Q","1999-Q4",3.233333,
"LUX","HUR","WOMEN","PC_LF","Q","2000-Q1",2.966667,
"LUX","HUR","WOMEN","PC_LF","Q","2000-Q2",3,
"LUX","HUR","WOMEN","PC_LF","Q","2000-Q3",2.933333,
"LUX","HUR","WOMEN","PC_LF","Q","2000-Q4",2.6,
"LUX","HUR","WOMEN","PC_LF","Q","2001-Q1",2.4,
"LUX","HUR","WOMEN","PC_LF","Q","2001-Q2",2.166667,
"LUX","HUR","WOMEN","PC_LF","Q","2001-Q3",2.266667,
"LUX","HUR","WOMEN","PC_LF","Q","2001-Q4",2.566667,
"LUX","HUR","WOMEN","PC_LF","Q","2002-Q1",2.9,
"LUX","HUR","WOMEN","PC_LF","Q","2002-Q2",3.3,
"LUX","HUR","WOMEN","PC_LF","Q","2002-Q3",3.666667,
"LUX","HUR","WOMEN","PC_LF","Q","2002-Q4",3.933333,
"LUX","HUR","WOMEN","PC_LF","Q","2003-Q1",4.233333,
"LUX","HUR","WOMEN","PC_LF","Q","2003-Q2",4.633333,
"LUX","HUR","WOMEN","PC_LF","Q","2003-Q3",5.133333,
"LUX","HUR","WOMEN","PC_LF","Q","2003-Q4",5.7,
"LUX","HUR","WOMEN","PC_LF","Q","2004-Q1",6.433333,
"LUX","HUR","WOMEN","PC_LF","Q","2004-Q2",6.9,
"LUX","HUR","WOMEN","PC_LF","Q","2004-Q3",7.033333,
"LUX","HUR","WOMEN","PC_LF","Q","2004-Q4",6.866667,
"LUX","HUR","WOMEN","PC_LF","Q","2005-Q1",6.333333,
"LUX","HUR","WOMEN","PC_LF","Q","2005-Q2",6.066667,
"LUX","HUR","WOMEN","PC_LF","Q","2005-Q3",5.866667,
"LUX","HUR","WOMEN","PC_LF","Q","2005-Q4",6,
"LUX","HUR","WOMEN","PC_LF","Q","2006-Q1",5.866667,
"LUX","HUR","WOMEN","PC_LF","Q","2006-Q2",6,
"LUX","HUR","WOMEN","PC_LF","Q","2006-Q3",5.933333,
"LUX","HUR","WOMEN","PC_LF","Q","2006-Q4",5.866667,
"LUX","HUR","WOMEN","PC_LF","Q","2007-Q1",5.4,
"LUX","HUR","WOMEN","PC_LF","Q","2007-Q2",4.966667,
"LUX","HUR","WOMEN","PC_LF","Q","2007-Q3",4.9,
"LUX","HUR","WOMEN","PC_LF","Q","2007-Q4",5.333333,
"LUX","HUR","WOMEN","PC_LF","Q","2008-Q1",5.6,
"LUX","HUR","WOMEN","PC_LF","Q","2008-Q2",5.833333,
"LUX","HUR","WOMEN","PC_LF","Q","2008-Q3",5.966667,
"LUX","HUR","WOMEN","PC_LF","Q","2008-Q4",5.9,
"LUX","HUR","WOMEN","PC_LF","Q","2009-Q1",6.066667,
"LUX","HUR","WOMEN","PC_LF","Q","2009-Q2",6.066667,
"LUX","HUR","WOMEN","PC_LF","Q","2009-Q3",5.966667,
"LUX","HUR","WOMEN","PC_LF","Q","2009-Q4",5.633333,
"LUX","HUR","WOMEN","PC_LF","Q","2010-Q1",5.266667,
"LUX","HUR","WOMEN","PC_LF","Q","2010-Q2",5.2,
"LUX","HUR","WOMEN","PC_LF","Q","2010-Q3",5.433333,
"LUX","HUR","WOMEN","PC_LF","Q","2010-Q4",6.133333,
"LUX","HUR","WOMEN","PC_LF","Q","2011-Q1",6.266667,
"LUX","HUR","WOMEN","PC_LF","Q","2011-Q2",6.166667,
"LUX","HUR","WOMEN","PC_LF","Q","2011-Q3",6.033333,
"LUX","HUR","WOMEN","PC_LF","Q","2011-Q4",5.533333,
"LUX","HUR","WOMEN","PC_LF","Q","2012-Q1",5.6,
"LUX","HUR","WOMEN","PC_LF","Q","2012-Q2",5.8,
"LUX","HUR","WOMEN","PC_LF","Q","2012-Q3",5.766667,
"LUX","HUR","WOMEN","PC_LF","Q","2012-Q4",5.966667,
"LUX","HUR","WOMEN","PC_LF","Q","2013-Q1",6.1,
"LUX","HUR","WOMEN","PC_LF","Q","2013-Q2",6.266667,
"LUX","HUR","WOMEN","PC_LF","Q","2013-Q3",6.2,
"LUX","HUR","WOMEN","PC_LF","Q","2013-Q4",6.033333,
"LUX","HUR","WOMEN","PC_LF","Q","2014-Q1",6.066667,
"LUX","HUR","WOMEN","PC_LF","Q","2014-Q2",6.033333,
"LUX","HUR","WOMEN","PC_LF","Q","2014-Q3",6.4,
